0,35
1,111
2,5
3,77
4,39
5,48
6,61
7,102
8,88
9,27
10,96
11,111
12,53
13,66
14,102
15,106
16,52
17,111
18,14
19,89
20,27
21,102
22,50
23,37
24,9
25,104
26,55
27,87
28,26
29,90
30,92
31,94
32,45
33,30
34,85
35,102
36,85
37,61
38,55
39,51
40,37
41,99
42,27
43,69
44,89
45,40
46,109
47,85
48,19
49,11
50,20
51,4
52,49
53,97
54,58
55,6
56,82
57,16
58,5
59,4
60,85
61,75
62,77
63,36
64,1
65,78
66,110
67,72
68,13
69,79
70,62
71,98
72,39
73,82
74,76
75,90
76,35
77,94
78,87
79,83
80,77
81,105
82,54
83,40
84,23
85,22
86,35
87,71
88,90
89,22
90,88
91,50
92,36
93,19
94,43
95,76
96,28
97,2
98,107
99,41
100,68
101,62
102,99
103,43
104,68
105,58
106,33
107,100
108,54
109,40
110,32
111,63
112,102
113,8
114,32
115,48
116,106
117,100
118,32
119,34
120,59
121,63
122,48
123,5
124,91
125,75
126,0
127,49
128,8
129,111
130,39
131,77
132,28
133,97
134,13
135,82
136,18
137,33
138,78
139,49
140,97
141,86
142,40
143,107
144,10
145,98
146,80
147,60
148,71
149,36
150,13
151,69
152,26
153,7
154,46
155,72
156,11
157,17
158,16
159,38
160,18
161,102
162,46
163,28
164,56
165,26
166,31
167,100
168,48
169,78
170,18
171,99
172,26
173,6
174,65
175,36
176,83
177,54
178,9
179,107
180,38
181,85
182,7
183,99
184,80
185,105
186,24
187,108
188,81
189,20
190,21
191,37
192,29
193,57
194,38
195,40
196,1
197,89
198,64
199,27
200,77
201,39
202,14
203,58
204,44
205,110
206,87
207,92
208,32
209,48
210,38
211,34
212,48
213,54
214,40
215,52
216,20
217,92
218,62
219,88
220,25
221,50
222,10
223,67
224,44
225,50
226,99
227,15
228,66
229,68
230,14
231,77
232,10
233,55
234,55
235,41
236,25
237,28
238,94
239,109
240,6
241,82
242,39
243,32
244,64
245,85
246,63
247,52
248,6
249,94
250,44
251,85
252,111
253,68
254,91
255,86
256,26
257,88
258,71
259,45
260,69
261,73
262,97
263,91
264,70
265,27
266,42
267,1
268,57
269,11
270,29
271,105
272,28
273,83
274,102
275,27
276,29
277,103
278,47
279,80
280,10
281,27
282,61
283,6
284,103
285,105
286,76
287,1
288,24
289,47
290,27
291,110
292,86
293,101
294,57
295,48
296,48
297,64
298,81
299,18
300,65
301,4
302,38
303,21
304,58
305,43
306,12
307,3
308,42
309,90
310,59
311,69
312,45
313,59
314,8
315,17
316,63
317,77
318,78
319,75
320,61
