0,7
1,5
2,1
3,0
4,9
5,3
6,9
7,7
8,6
9,8
10,8
11,1
12,2
13,1
14,1
15,7
16,2
17,5
18,9
19,7
20,4
21,0
22,5
23,2
24,7
25,4
26,2
27,3
28,4
29,8
30,5
31,3
32,8
33,0
34,2
35,3
36,7
37,6
38,5
39,4
40,6
41,3
42,2
43,0
44,7
45,2
46,1
47,6
48,1
49,8
50,5
51,5
52,1
53,0
54,4
55,0
56,5
57,3
58,2
59,8
60,8
61,0
62,9
63,6
64,6
65,4
66,1
67,0
68,2
69,0
70,7
71,4
72,2
73,6
74,0
75,1
76,9
77,5
78,7
79,4
80,3
81,9
82,9
83,4
84,0
85,9
86,1
87,3
88,5
89,4
90,9
91,9
92,0
93,9
94,7
95,9
96,1
97,7
98,8
99,5
100,7
101,9
102,8
103,5
104,3
105,8
106,1
107,5
108,4
109,8
110,8
111,1
112,7
113,8
114,0
115,1
116,3
117,1
118,4
119,5
120,3
121,9
122,2
123,0
124,1
125,8
126,9
127,1
128,9
129,4
130,4
131,6
132,3
133,7
134,1
135,3
136,5
137,0
138,3
139,4
140,1
141,6
142,5
143,8
144,8
145,3
146,2
147,8
148,8
149,6
150,7
151,5
152,8
153,4
154,4
155,1
156,7
157,6
158,4
159,8
160,8
161,1
162,3
163,8
164,8
165,5
166,5
167,8
168,0
169,5
170,1
171,8
172,3
173,2
174,7
175,2
176,9
177,4
178,8
179,1
180,2
181,4
182,9
183,7
184,8
185,8
186,0
187,0
188,4
189,7
190,8
191,3
192,7
193,2
194,2
195,7
196,3
197,2
198,1
199,9
200,9
201,6
202,1
203,6
204,2
205,0
206,0
207,1
208,9
209,4
210,9
211,3
212,7
213,9
214,0
215,3
216,7
217,0
218,5
219,0
220,3
221,3
222,3
223,7
224,6
225,7
226,4
227,3
228,1
229,3
230,6
231,8
232,7
233,4
234,6
235,5
236,0
237,8
238,5
239,6
240,5
241,4
242,6
243,5
244,9
245,8
246,8
247,5
248,9
249,7
250,3
251,0
252,2
253,9
254,5
255,5
256,6
257,7
258,8
259,5
260,0
261,9
262,0
263,5
264,1
265,4
266,3
267,1
268,1
269,1
270,6
271,8
272,8
273,2
274,6
275,8
276,8
277,3
278,8
279,1
280,6
281,3
282,0
283,4
284,2
285,6
286,2
287,0
288,4
289,7
290,7
291,7
292,6
293,2
294,9
295,1
296,5
297,1
298,0
299,3
300,5
301,7
302,0
303,3
304,9
305,4
306,3
307,4
308,7
309,0
310,3
311,7
312,7
313,1
314,8
315,1
316,2
317,9
318,6
319,9
320,6
321,9
322,7
323,5
324,4
325,9
326,4
327,7
328,0
329,7
330,6
331,3
332,6
333,1
334,4
335,6
336,1
337,5
338,2
339,1
340,4
341,1
342,1
343,7
344,6
345,9
346,8
347,9
348,2
349,7
350,2
351,5
352,4
353,1
354,7
355,5
356,4
357,8
358,6
359,6
360,4
361,6
362,8
363,0
364,1
365,3
366,1
367,0
368,0
369,9
370,6
371,9
372,3
373,8
374,7
375,2
376,4
377,7
378,4
379,6
380,7
381,2
382,0
383,2
384,3
385,4
386,6
387,3
388,8
389,5
390,5
391,7
392,1
393,3
394,0
395,0
396,0
397,5
398,1
399,9
400,2
401,8
402,8
403,7
404,5
405,9
406,7
407,2
408,2
409,4
410,9
411,7
412,5
413,1
414,8
415,2
416,7
417,4
418,9
419,5
420,4
421,9
422,6
423,5
424,8
425,7
426,2
427,0
428,7
429,1
430,3
431,0
432,7
433,9
434,8
435,4
436,5
437,5
438,0
439,5
440,7
441,3
442,7
443,4
444,2
445,7
446,5
447,4
448,9
449,2
450,9
451,4
452,5
453,0
454,8
455,8
456,0
457,6
458,7
459,0
460,3
461,5
462,1
463,5
464,3
465,3
466,1
467,0
468,5
469,9
470,5
471,2
472,0
473,0
474,6
475,0
476,8
477,5
478,3
479,9
480,3
481,1
482,4
483,4
484,1
485,7
486,8
487,8
488,8
489,8
490,4
491,7
492,4
493,4
494,9
495,3
496,6
497,4
498,2
499,3
500,1
501,7
502,5
503,8
504,9
505,4
506,0
507,5
508,2
509,1
510,9
511,6
512,4
513,8
514,4
515,7
516,8
517,8
518,1
519,0
520,4
521,2
522,6
523,1
524,5
525,2
526,1
527,2
528,0
529,0
530,5
531,1
532,1
533,1
534,9
535,5
536,3
537,4
538,1
539,1
540,3
541,9
542,7
543,9
544,3
545,9
546,7
547,9
548,1
549,5
550,9
551,2
552,1
553,5
554,5
555,8
556,3
557,3
558,3
559,1
560,3
561,4
562,8
563,6
564,7
565,8
566,7
567,5
568,3
569,4
570,0
571,5
572,7
573,4
574,4
575,7
576,7
577,8
578,5
579,1
580,7
581,3
582,8
583,6
584,4
585,6
586,8
587,7
588,9
589,2
590,8
591,0
592,5
593,2
594,2
595,1
596,2
597,4
598,9
599,5
600,3
601,6
602,9
603,4
604,2
605,5
606,6
607,0
608,3
609,0
610,2
611,8
612,6
613,2
614,6
615,0
616,8
617,3
618,6
619,4
620,2
621,0
622,3
623,8
624,3
625,9
626,0
627,7
628,2
629,6
630,4
631,2
632,4
633,8
634,8
635,0
636,5
637,8
638,2
639,5
640,2
641,9
642,8
643,5
644,0
645,2
646,4
647,7
648,6
649,8
650,2
651,9
652,7
653,9
654,2
655,7
656,6
657,7
658,1
659,7
660,7
661,7
662,5
663,7
664,9
665,8
666,9
667,7
668,5
669,5
670,3
671,3
672,8
673,7
674,4
675,6
676,9
677,4
678,4
679,1
680,1
681,6
682,2
683,2
684,6
685,0
686,8
687,7
688,8
689,6
690,2
691,4
692,9
693,3
694,1
695,5
696,7
697,5
698,6
699,6
700,6
701,6
702,9
703,9
704,3
705,0
706,0
707,3
708,6
709,0
710,2
711,7
712,9
713,6
714,8
715,5
716,7
717,5
718,6
719,7
720,4
721,5
722,1
723,5
724,2
725,1
726,6
727,5
728,4
729,2
730,0
731,4
732,6
733,1
734,5
735,6
736,2
737,9
738,1
739,7
740,4
741,8
742,8
743,5
744,8
745,1
746,5
747,9
748,3
749,9
750,1
751,7
752,3
753,1
754,6
755,2
756,9
757,9
758,8
759,9
760,5
761,9
762,0
763,2
764,7
765,1
766,9
767,2
768,3
769,6
770,9
771,2
772,5
773,9
774,5
775,3
776,2
777,6
778,4
779,8
780,8
781,9
782,1
783,7
784,5
785,7
786,4
787,3
788,0
789,2
790,8
791,4
792,0
793,1
794,0
795,6
796,6
797,7
798,1
799,0
800,1
801,5
802,4
803,2
804,8
805,2
806,7
807,0
808,3
809,1
810,8
811,8
812,2
813,6
814,5
815,5
816,7
817,6
818,7
819,0
820,3
821,2
822,7
823,0
824,6
825,2
826,7
827,3
828,3
829,0
830,0
831,1
832,7
833,4
834,1
835,7
836,2
837,6
838,9
839,4
840,5
841,0
842,7
843,3
844,9
845,0
846,5
847,6
848,9
849,7
850,6
851,1
852,9
853,9
854,6
855,8
856,5
857,7
858,4
859,8
860,2
861,2
862,5
863,5
864,7
865,7
866,6
867,3
868,2
869,0
870,3
871,6
872,3
873,1
874,5
875,6
876,7
877,5
878,8
879,3
880,2
881,4
882,5
883,7
884,2
885,8
886,1
887,8
888,0
889,7
890,7
891,5
892,3
893,8
894,8
895,0
896,3
897,2
898,1
899,2
900,9
901,9
902,2
903,8
904,2
905,1
906,1
907,9
908,0
909,4
910,0
911,1
912,0
913,8
914,4
915,8
916,5
917,5
918,7
919,3
920,9
921,1
922,4
923,9
924,4
925,3
926,0
927,0
928,1
929,7
930,2
931,5
932,6
933,0
934,3
935,3
936,1
937,8
938,6
939,5
940,4
941,4
942,0
943,8
944,1
945,1
946,3
947,0
948,4
949,3
950,6
951,5
952,1
953,5
954,2
955,3
956,1
957,9
958,3
959,5
960,6
961,9
962,3
963,1
964,5
965,6
966,5
967,6
968,6
969,2
970,3
971,7
972,4
973,7
974,4
975,1
976,8
977,6
978,1
979,0
980,1
981,2
982,9
983,4
984,1
985,9
986,6
987,6
988,9
989,8
990,5
991,2
992,2
993,7
994,9
995,6
996,1
997,3
998,4
999,4
1000,5
1001,8
1002,3
1003,8
1004,0
1005,4
1006,7
1007,1
1008,1
1009,1
1010,8
1011,7
1012,2
1013,6
1014,6
1015,3
1016,5
1017,4
1018,3
1019,0
1020,8
1021,3
1022,2
1023,5
1024,4
1025,7
1026,1
1027,9
1028,1
1029,9
1030,0
1031,3
1032,6
1033,3
1034,5
1035,4
1036,3
1037,7
1038,5
1039,5
1040,1
1041,0
1042,9
1043,4
1044,4
1045,3
1046,0
1047,9
1048,0
1049,6
1050,9
1051,8
1052,5
1053,4
1054,2
1055,5
1056,7
1057,6
1058,7
1059,8
1060,2
1061,3
1062,4
1063,1
1064,6
1065,9
1066,6
1067,3
1068,2
1069,7
1070,6
1071,3
1072,1
1073,5
1074,8
1075,3
1076,6
1077,8
1078,2
1079,6
1080,9
1081,0
1082,8
1083,8
1084,8
1085,5
1086,2
1087,7
1088,7
1089,0
1090,1
1091,9
1092,9
1093,6
1094,3
1095,8
1096,8
1097,6
1098,8
1099,4
1100,6
1101,5
1102,4
1103,4
1104,8
1105,3
1106,6
1107,4
1108,1
1109,6
1110,2
1111,4
1112,8
1113,5
1114,2
1115,4
