0,99
1,83
2,15
3,38
4,72
5,100
6,0
7,78
8,66
9,33
10,102
11,40
12,4
13,5
14,78
15,35
16,72
17,35
18,36
19,21
20,41
21,56
22,13
23,84
24,96
25,13
26,111
27,53
28,64
29,86
30,22
31,8
32,76
33,17
34,8
35,30
36,70
37,59
38,69
39,21
40,85
41,9
42,7
43,93
44,37
45,69
46,26
47,2
48,51
49,83
50,101
51,97
52,83
53,83
54,84
55,3
56,51
57,104
58,46
59,81
60,110
61,89
62,86
63,85
64,14
65,65
66,103
67,75
68,61
69,33
70,58
71,60
72,62
73,30
74,20
75,57
76,52
77,45
78,50
79,106
80,76
81,4
82,56
83,19
84,99
85,41
86,20
87,95
88,53
89,26
90,103
91,98
92,97
93,53
94,1
95,1
96,30
97,37
98,95
99,104
100,64
101,30
102,36
103,96
104,39
105,8
106,82
107,88
108,14
109,16
110,88
111,79
112,54
113,90
114,50
115,86
116,46
117,80
118,108
119,44
120,91
121,93
122,22
123,18
124,85
125,93
126,82
127,90
128,66
129,110
130,103
131,106
132,92
133,74
134,2
135,74
136,14
137,98
138,107
139,94
140,62
141,110
142,24
143,52
144,103
145,44
146,9
147,55
148,40
149,32
150,25
151,48
152,51
153,11
154,22
155,19
156,104
157,44
158,8
159,63
160,67
161,37
162,55
163,11
164,106
165,105
166,11
167,100
168,108
169,44
170,111
171,21
172,79
173,92
174,28
175,51
176,59
177,82
178,29
179,101
180,39
181,12
182,65
183,77
184,82
185,63
186,12
187,67
188,16
189,111
190,44
191,95
192,44
193,1
194,34
195,99
196,59
197,62
198,94
199,110
200,79
201,10
202,87
203,35
204,1
205,13
206,14
207,92
208,14
209,85
210,38
211,17
212,79
213,6
214,93
215,88
216,44
217,4
218,26
219,69
220,95
221,66
222,94
223,85
224,46
225,99
226,33
227,9
228,36
229,52
230,11
231,84
232,87
233,46
234,102
235,36
236,21
237,45
238,19
239,108
240,18
241,106
242,62
243,60
244,58
245,26
246,30
247,20
248,70
249,12
250,31
251,2
252,75
253,101
254,18
255,67
256,108
257,35
258,9
259,31
260,55
261,65
262,109
263,64
264,72
265,21
266,40
267,27
268,37
269,68
270,94
271,20
272,104
273,3
274,9
275,23
276,53
277,31
278,100
279,95
280,47
281,21
282,3
283,24
284,50
285,77
286,106
287,46
288,24
289,22
290,45
291,82
292,45
293,19
294,110
295,48
296,48
297,83
298,105
299,71
300,68
301,110
302,27
303,49
304,107
