0,67
1,60
2,88
3,16
4,38
5,23
6,109
7,52
8,92
9,88
10,60
11,71
12,33
13,106
14,102
15,48
16,32
17,85
18,70
19,5
20,23
21,55
22,99
23,60
24,87
25,72
26,108
27,111
28,20
29,100
30,53
31,98
32,49
33,101
34,9
35,47
36,8
37,0
38,18
39,5
40,46
41,59
42,20
43,22
44,37
45,94
46,44
47,10
48,95
49,65
50,38
51,46
52,78
53,86
54,106
55,61
56,59
57,89
58,54
59,97
60,46
61,29
62,84
63,68
64,61
65,3
66,70
67,71
68,100
69,34
70,46
71,100
72,55
73,107
74,8
75,47
76,26
77,61
78,44
79,87
80,64
81,56
82,68
83,102
84,40
85,40
86,72
87,45
88,104
89,17
90,74
91,81
92,104
93,20
94,0
95,39
96,21
97,100
98,65
99,58
100,10
101,43
102,66
103,28
104,92
105,24
106,28
107,30
108,14
109,41
110,23
111,2
112,45
113,110
114,82
115,18
116,14
117,10
118,84
119,43
120,64
121,77
122,61
123,33
124,24
125,64
126,102
127,99
128,109
129,24
130,74
131,53
132,53
133,81
134,73
135,24
136,40
137,51
138,46
139,93
140,104
141,10
142,16
143,4
144,102
145,84
146,85
147,75
148,20
149,58
150,23
151,21
152,49
153,19
154,25
155,91
156,104
157,100
158,66
159,17
160,9
161,29
162,21
163,90
164,48
165,58
166,5
167,53
168,104
169,76
170,50
171,93
172,17
173,1
174,104
175,8
176,102
177,60
178,107
179,32
180,94
181,98
182,60
183,16
184,105
185,32
186,48
187,67
188,48
189,102
190,108
191,4
192,46
193,97
194,47
195,94
196,46
197,96
198,37
199,31
200,103
201,41
202,91
203,80
204,36
205,6
206,77
207,18
208,9
209,2
210,65
211,51
212,52
213,39
214,18
215,27
216,0
217,111
218,99
219,20
220,44
221,49
222,98
223,54
224,7
225,8
226,63
227,93
228,77
229,0
230,33
231,45
232,71
233,39
234,62
235,19
236,21
237,16
238,30
239,70
240,40
241,50
242,100
243,63
244,15
245,89
246,9
247,88
248,22
249,65
250,38
251,13
252,110
253,14
254,66
255,59
256,48
257,62
258,72
259,77
260,79
261,26
262,58
263,63
264,70
265,12
266,46
267,78
268,94
269,29
270,39
271,8
272,83
273,16
274,1
275,110
276,64
277,43
278,29
279,70
280,86
281,76
282,96
283,80
284,38
285,9
286,47
287,98
288,65
289,72
290,10
291,74
292,5
293,74
294,68
295,9
296,57
297,11
298,86
299,46
300,74
301,109
302,74
303,36
304,26
305,0
306,31
307,11
308,14
309,95
310,103
311,94
312,69
313,71
314,63
315,104
316,81
317,68
318,15
319,87
320,6
321,85
322,81
323,11
324,46
325,78
326,67
327,24
328,35
329,43
330,53
331,22
332,29
333,66
334,109
335,93
336,49
